id_sim,Class,Measure,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,equit,ret_idx,100,75,100.5,69.345,47.84805,49.2834915,55.19751048,34.7744316,26.42856802,29.3357105,25.52206813,28.58471631,27.1554805,20.90971998,27.39173318,24.65255986,19.22899669,15.38319735,17.07534906,12.12349783,7.637803635,10.46379098,10.35915307,6.733449495,7.137456465,6.566459948,7.223105943,7.51203018,5.709142937,4.281857203,5.652051508,7.1215849,6.195778863,7.311019058,5.775705056,4.274021741,5.513488046,6.175106612,6.669115141,7.135953201,5.423324432,7.267254739,5.087078318,6.765814162,9.269165403,11.67914841,16.35080777,16.02379161,22.43330826,28.71463457,39.62619571,47.55143485,64.6699514,73.07704508,54.07701336,37.85390935,34.8255966,48.05932331,65.36067971,69.93592729,46.15771201,34.15670689,25.61753017,35.86454223,32.63673343,26.76212141,25.69163656,23.37938927,28.28906101,29.42062345,25.00752994,26.25790643,23.10695766,17.56128782,20.54670675,25.68338344,27.22438645,21.77950916,19.81935333,25.76515933,31.43349439,39.60620293,27.72434205,22.73396048,19.55120601,24.43900751,26.88290827,19.89335212,17.30721634,21.2878761,29.80302654,36.35969238,46.54040625,60.96793218,78.64863252,81.79457782,104.6970596,101.5561478,112.7273241,113.8545973,119.5473272
11,equit,ret_idx,100,87,121.8,119.364,149.205,171.58575,113.246595,154.0153692,163.2562914,151.828351,209.5231243,278.6657553,167.1994532,190.6073767,251.6017372,249.0857198,291.4302922,335.144836,425.6339417,408.6085841,384.092069,364.8874656,430.5672094,266.9516698,165.5100353,183.7161392,249.8539493,297.3261996,273.5401037,279.0109057,237.1592699,303.5638654,388.5617478,264.2219885,272.1486481,318.4139183,232.4421604,309.1480733,293.6906696,190.8989353,116.4483505,121.1062845,145.3275414,138.0611644,153.2478924,202.287218,192.1728571,182.5642143,189.8667828,265.813496,162.1462325,192.9540167,227.6857397,257.2848859,290.7319211,255.8440905,355.6232858,245.3800672,299.363682,308.3445925,329.928714,201.2565155,259.620905,166.1573792,116.3101654,118.6363688,72.36818494,73.09186679,99.40493883,60.63701269,72.1580451,84.42491277,106.3753901,71.27151136,71.98422647,100.7779171,127.9879547,145.9062683,132.7747042,130.1192101,128.818018,130.1061982,161.3316857,204.8912409,200.7934161,188.7458111,124.5722353,137.0294589,161.6947614,105.1015949,94.59143544,71.88949094,84.82959931,106.8852951,131.468913,109.1191978,66.56271065,58.57518538,50.37465942,46.34468667,41.24677114
12,equit,ret_idx,100,104,65.52,79.2792,49.153104,61.93291104,42.11437951,28.21663427,20.59814302,21.01010588,17.64848894,12.53042715,10.02434172,9.422881213,9.328652401,12.87354031,16.99307321,13.59445857,11.4193452,9.820636872,6.481620335,4.018604608,4.460651115,3.925372981,2.512238708,1.783689483,2.283122538,3.059384201,2.386319676,2.410182873,2.000451785,1.320298178,1.584357813,1.679419282,1.30994704,1.034858162,0.931372346,0.940686069,0.658480248,0.421427359,0.332927614,0.286317748,0.26054915,0.26054915,0.268365625,0.252263687,0.272444782,0.296964813,0.320721998,0.230919838,0.205518656,0.162359738,0.110404622,0.138005778,0.190447973,0.14474046,0.111450154,0.10141964,0.139959103,0.092373008,0.126551021,0.105037348,0.076677264,0.067475992,0.045883675,0.052307389,0.070091901,0.074998334,0.060748651,0.058926191,0.076604049,0.072007806,0.091449913,0.08413392,0.111898114,0.128682831,0.10680675,0.1281681,0.156365082,0.193892701,0.16868665,0.136636187,0.187191576,0.147881345,0.161190666,0.209547866,0.176020207,0.128494751,0.170898019,0.17944292,0.145348765,0.111918549,0.13654063,0.087386003,0.113601804,0.073841173,0.073102761,0.083337148,0.072503318,0.07975365,0.099692063
13,equit,ret_idx,100,111,76.59,49.7835,38.83113,48.5389125,53.39280375,33.63746636,45.41057959,33.6038289,23.52268023,32.22607191,38.34902557,39.49949634,53.32432006,61.85621127,43.29934789,29.44355657,40.63210806,33.31832861,41.98109405,36.52355182,29.21884146,21.03756585,23.56207375,24.5045567,19.35859979,21.29445977,18.10029081,11.76518902,10.70632201,14.56059794,17.03589959,16.3544636,12.10230307,10.77104973,11.09418122,14.08961015,17.61201269,14.26573028,16.83356173,17.17023296,16.99853063,11.04904491,8.949726378,5.817322145,5.99184181,4.254207685,2.680150842,3.001768943,3.301945837,2.410420461,1.759606936,1.618838382,1.715968684,1.407094321,1.801080731,2.269361721,1.724714908,1.931680697,2.414600871,2.004118723,2.24461297,2.199720711,1.495810083,1.61547489,1.389308405,1.180912145,1.546994909,1.624344655,1.819266013,1.964807294,1.316420887,1.250599843,1.313129835,1.247473343,1.546866946,1.036400854,1.088220896,1.218807404,0.987233997,1.362382916,1.403254404,1.711970372,1.797568891,1.81554458,1.81554458,1.452435664,0.885985755,1.116342051,1.406590985,1.969227378,2.638764687,2.849865862,2.621876593,3.382220805,3.720442885,3.125172024,2.000110095,2.140117802,2.439734294
14,equit,ret_idx,100,90,107.1,100.674,67.45158,62.7299694,75.90326297,50.85518619,68.65450136,90.6239418,70.6866746,76.34160857,99.24409114,89.31968202,103.6108311,79.78033998,89.35398078,92.92814001,85.49388881,119.6914443,122.0852732,146.5023279,183.1279098,219.7534918,134.04963,174.264519,125.4704537,170.639817,133.0990573,117.1271704,104.2431816,82.3521135,69.99929648,80.49919095,74.05925567,53.32266408,40.5252247,53.49329661,72.75088339,53.83565371,74.83155865,104.0158665,90.49380388,97.73330819,129.9852999,137.7844179,147.4293271,125.3149281,174.18775,181.15526,170.2859444,195.8288361,264.3689287,341.035918,279.6494528,388.7127394,474.229542,663.9213588,697.1174268,613.4633356,742.290636,645.7928534,555.3818539,566.489491,583.4841757,682.6764856,907.9597258,817.1637532,923.3950411,914.1610907,612.4879308,459.3659481,592.582073,705.1726669,599.3967669,779.2157969,794.8001129,1001.448142,1281.853622,1743.320926,1481.822787,1881.91494,1524.351101,1402.403013,1654.835555,1158.384889,1030.962551,731.9834112,746.6230794,836.2178489,1003.461419,1143.946017,926.5962741,639.3514291,684.1060291,602.0133056,800.6776965,800.6776965,976.8267897,820.5345034,516.9367371
15,equit,ret_idx,100,80,100,108,102.6,141.588,92.0322,80.068014,100.8856976,98.86798369,90.95854499,59.12305424,80.99858432,52.64907981,65.81134976,75.02493872,63.02094853,57.97927264,59.71865082,51.95522622,72.21776444,49.10807982,36.33997907,39.24717739,42.38695158,55.95077609,35.8084967,30.79530716,43.11343002,46.56250443,40.9750039,55.31625526,63.61369355,47.07413322,54.13525321,58.46607347,67.23598448,50.42698836,31.26473279,19.69678165,21.07555637,26.1336899,17.50957223,21.36167812,26.70209766,24.83295082,22.84631475,27.4155777,31.52791436,19.23202776,17.11650471,14.03553386,12.91269115,11.10491439,8.328685792,10.24428352,8.502755325,6.80220426,5.033631152,6.996747302,8.536031708,7.938509489,5.556956642,5.556956642,4.223287048,2.829602322,2.263681858,2.150497765,1.526853413,2.137594778,2.094842883,1.298802587,0.831233656,1.130477772,1.401792437,1.275631118,1.505244719,1.414930036,1.230989131,1.563356197,0.969280842,0.581568505,0.488517544,0.317536404,0.34611468,0.418798763,0.251279258,0.268868806,0.1801421,0.199957731,0.189959844,0.155767072,0.127728999,0.144333769,0.152993795,0.175942865,0.244560582,0.176083619,0.181366128,0.19950274,0.175562412
16,equit,ret_idx,100,131,111.35,96.8745,86.218305,98.2888677,69.78509607,83.04426432,98.82267454,95.8579943,65.18343613,83.43479824,62.57609868,48.18359599,32.76484527,43.90489266,26.3429356,17.64976685,12.17833913,13.51795643,13.78831556,15.85656289,19.82070362,14.66732068,15.98737954,10.87141808,7.609992659,5.098695082,3.059217049,3.395730925,4.754023294,4.421241664,4.509666497,5.050826477,6.010483507,6.491322188,5.647450303,7.228736388,9.469644669,5.965876141,6.980075085,6.56127058,6.823721403,5.458977123,3.9850533,3.347444772,4.351678203,4.308161421,3.231121066,3.554233172,4.158452812,4.699051677,3.336326691,4.504041033,2.972667082,1.991686945,2.569276159,2.697739966,3.614971555,4.699463022,4.27651135,2.779732377,3.002110967,2.371667664,2.917151227,2.18786342,2.428528397,1.967108001,1.514673161,1.69643394,1.323218473,1.296754104,1.218948858,0.780127269,0.865941269,0.891919507,0.7224548,0.729679348,0.729679348,0.992363914,0.635112905,0.711326453,0.896271331,0.699091638,0.964746461,0.6270852,0.683522868,0.587829666,0.570194776,0.598704515,0.472976567,0.288515706,0.265434449,0.201730181,0.242076218,0.193660974,0.162675218,0.208224279,0.220717736,0.216303381,0.246585855
17,equit,ret_idx,100,99,109.89,136.2636,182.593224,160.6820371,106.0501445,141.0466922,141.0466922,148.0990268,109.5932798,113.977011,119.6758616,110.1017926,99.09161338,122.8736006,170.7943048,140.05133,86.83182457,101.5932347,75.17899371,51.87350566,45.12994993,50.09424442,46.08670487,45.16497077,54.64961463,49.73114931,46.74728035,52.356954,70.6818879,69.26825014,78.96580516,104.2348628,93.81137653,74.11098746,96.34428369,113.6862548,75.03292814,98.29313586,112.0541749,132.2239264,136.1906442,103.5048896,125.2409164,80.15418647,106.605068,144.9828925,182.6784445,138.8356178,163.8260291,193.3147143,115.9888286,74.23285029,97.98736238,134.2426865,108.736576,151.1438407,164.7467863,161.4518506,146.9211841,158.6748788,147.5676373,205.1190158,178.4535438,187.3762209,234.2202762,320.8817784,243.8701516,251.1862561,334.0777206,400.8932647,356.7950056,228.3488036,294.5699566,220.9274675,293.8335318,370.23025,248.0542675,312.5483771,315.6738608,366.1816786,479.6979989,287.8187993,195.7167836,215.2884619,219.5942312,153.7159618,170.6247176,121.1435495,110.24063,83.78287883,103.052941,104.0834704,93.67512334,89.9281184,89.02883722,98.82200931,133.4097126,125.4051298,163.0266688
18,equit,ret_idx,100,139,147.34,187.1218,149.69744,152.6913888,180.1758388,156.7529797,192.8061651,163.8852403,149.1355687,159.5750585,111.7025409,107.2344393,95.43865099,79.21408032,97.43331879,106.2023175,84.96185399,61.17253487,72.7953165,94.63391145,103.1509635,120.6866273,123.1003598,137.872403,184.74902,205.0714122,229.6799817,300.880776,333.9776613,457.549396,301.9826014,241.5860811,275.4081325,360.7846535,479.8435892,335.8905124,302.3014612,417.1760165,575.7029027,368.4498577,438.4553307,271.842305,247.3764976,301.799327,244.4574549,193.1213894,139.0474004,191.8854125,170.7780171,160.5313361,170.1632163,171.8648484,195.9259272,144.9851861,198.629705,143.0133876,163.0352619,101.0818623,113.2116858,144.9109579,198.5280123,220.3660936,138.830639,142.9955582,141.5656026,121.7464182,102.2669913,64.42820452,70.22674292,68.82220806,77.76909511,73.10294941,95.03383423,103.5868793,70.43907793,52.12491767,32.83869813,36.77934191,33.46920114,26.4406689,22.73897525,17.28162119,21.7748427,28.74279236,28.74279236,30.75478783,38.44348479,28.0637439,30.30884341,19.39765978,22.50128535,24.07637532,21.90950154,20.59493145,17.29974242,23.70064711,32.70689301,23.22189404,19.50639099
19,equit,ret_idx,100,101,78.78,90.597,89.69103,106.7323257,146.2232862,197.4014364,211.2195369,179.5366064,174.1505082,127.129871,95.34740324,66.74318227,70.08034138,80.59239259,107.9938061,65.8762217,54.01850179,37.27276624,34.29094494,26.74693705,36.37583439,25.09932573,24.84833247,22.1150159,28.97067083,29.83979096,27.75100559,18.8706838,22.26740688,23.6034513,14.87017432,20.22343707,14.15640595,19.25271209,17.13491376,10.62364653,10.94235593,9.519849658,10.18623913,10.69555109,7.05906372,5.364888427,6.652461649,3.99147699,3.592329291,3.304942947,2.247361204,2.337255652,2.360628209,3.28127321,2.854707693,3.340008001,2.672006401,2.351365633,3.103802635,3.631449083,4.176166445,5.34549305,4.917853606,6.786637977,6.990237116,7.479553714,7.8535314,9.267167052,5.652971901,4.974615273,6.815222924,7.564897446,7.943142318,5.401336776,4.59113626,2.800593119,3.472735467,4.688192881,4.031845877,3.104521325,2.204210141,2.116041735,1.608191719,1.013160783,1.155003293,1.120353194,1.512476812,1.467102507,0.938945605,0.629093555,0.471820166,0.65111183,0.787845314,0.535734813,0.391086414,0.332423452,0.418853549,0.372779659,0.31686271,0.202792134,0.16628955,0.202873251,0.135925078
20,equit,ret_idx,100,132,97.68,95.7264,100.51272,66.3383952,88.89344957,76.44836663,83.32871963,95.82802757,95.82802757,61.32993764,85.24861333,89.51104399,89.51104399,110.9936945,140.9619921,186.0698295,145.134467,103.0454716,140.1418414,155.5574439,152.446295,199.7046465,245.6367152,250.5494495,235.5164825,313.2369218,426.0022136,408.9621251,421.2309888,353.8340306,244.1454811,227.0552975,265.654698,337.3814665,310.3909492,294.8714017,380.3841082,524.9300693,540.6779714,756.94916,923.4779751,1246.695266,1134.492692,987.0086424,937.6582103,1050.177196,819.1382125,974.7744729,701.8376205,772.0213826,540.4149678,405.3112258,494.4796955,356.0253808,309.7420813,387.1776016,534.3050902,325.926105,247.7038398,242.749763,191.7723128,178.3482509,212.2344186,178.2769116,197.8873719,199.8662456,163.8903214,127.8344507,150.8446518,200.6233869,200.6233869,216.6732578,164.671676,136.677491,125.7432918,153.406816,200.9629289,269.2903247,161.5741948,205.1992274,221.6151656,272.5866537,239.8762553,143.9257532,145.3650107,126.4675593,111.2914522,148.0176314,97.69163673,73.26872755,74.7341021,92.67028661,100.0839095,63.05286301,81.96872191,113.1168362,147.0518871,133.8172173,173.9623824
21,equit,ret_idx,100,72,69.84,48.888,35.68824,38.9001816,52.51524516,55.66615987,56.77948307,51.66932959,44.95231674,27.42091321,32.63088672,41.11491727,36.59227637,26.34643899,32.40611996,29.16550796,39.08178067,54.32367513,74.42343492,96.7504654,116.1005585,154.4137428,97.28065795,105.0631106,139.7339371,176.0647607,169.0221703,101.4133022,100.3991692,129.5149282,138.5809732,156.5964997,200.4435196,136.3015933,186.7331829,138.1825553,139.5643809,182.829339,146.2634712,155.0392794,209.3030272,261.628784,287.7916624,250.3787463,222.8370842,138.1589922,88.42175502,111.4114113,154.8618617,178.091141,151.3774699,187.7080626,225.2496751,157.6747726,146.6375385,123.1755324,80.06409603,64.85191779,82.36193559,94.71622593,117.4481201,138.5887818,110.8710254,110.8710254,108.6536049,116.2593573,74.40598864,95.98372535,121.8993312,158.4691306,172.7313523,138.1850818,129.8939769,149.3780735,125.4775817,90.34385884,101.1851219,131.5406585,119.7019992,167.5827989,197.7477027,255.0945365,318.8681706,315.6794889,369.345002,398.8926021,267.2580434,237.8596587,275.917204,378.0065695,389.3467666,315.370881,249.142996,306.445885,395.3151917,264.8611784,346.9681437,468.4069941,426.2503646
